edge(s104t3word53,V2)	-edge(s104t3word53,s104t1word355)	+edge(s104t3word53,s104t2word682)	-edge(s104t3word53,s104t4word43)	-edge(s104t3word53,s104t5word683)	-edge(s104t3word53,s104t6word5)
edge(s104t4word43,V2)	-edge(s104t4word43,s104t1word355)	-edge(s104t4word43,s104t2word682)	-edge(s104t4word43,s104t3word53)	+edge(s104t4word43,s104t5word683)	-edge(s104t4word43,s104t6word5)	-edge(s104t4word43,s104t7word102)	-edge(s104t4word43,s104t8word62)	-edge(s104t4word43,s104t9word63)
edge(s165t9word739,V2)	-edge(s165t9word739,s165t6word306)	-edge(s165t9word739,s165t7word922)	-edge(s165t9word739,s165t8word923)	+edge(s165t9word739,s165t10word5)	-edge(s165t9word739,s165t11word924)	-edge(s165t9word739,s165t12word925)	-edge(s165t9word739,s165t13word256)
edge(s165t10word5,V2)	-edge(s165t10word5,s165t7word922)	-edge(s165t10word5,s165t8word923)	-edge(s165t10word5,s165t9word739)	+edge(s165t10word5,s165t11word924)	-edge(s165t10word5,s165t12word925)	-edge(s165t10word5,s165t13word256)
edge(s165t11word924,V2)	-edge(s165t11word924,s165t8word923)	-edge(s165t11word924,s165t9word739)	-edge(s165t11word924,s165t10word5)	+edge(s165t11word924,s165t12word925)	-edge(s165t11word924,s165t13word256)
edge(s165t12word925,V2)	-edge(s165t12word925,s165t9word739)	-edge(s165t12word925,s165t10word5)	-edge(s165t12word925,s165t11word924)	+edge(s165t12word925,s165t13word256)
edge(s165t13word256,V2)	-edge(s165t13word256,s165t2word920)	-edge(s165t13word256,s165t3word5)	-edge(s165t13word256,s165t4word921)	-edge(s165t13word256,s165t5word7)	+edge(s165t13word256,s165t6word306)	-edge(s165t13word256,s165t7word922)	-edge(s165t13word256,s165t8word923)	-edge(s165t13word256,s165t9word739)	-edge(s165t13word256,s165t10word5)
edge(s166t1word926,V2)	+edge(s166t1word926,s166t2word92)	-edge(s166t1word926,s166t3word361)	-edge(s166t1word926,s166t4word927)	-edge(s166t1word926,s166t5word928)	-edge(s166t1word926,s166t6word393)
edge(s166t2word92,V2)	-edge(s166t2word92,s166t1word926)	+edge(s166t2word92,s166t3word361)	-edge(s166t2word92,s166t4word927)	-edge(s166t2word92,s166t5word928)	-edge(s166t2word92,s166t6word393)	-edge(s166t2word92,s166t7word174)
edge(s166t3word361,V2)	-edge(s166t3word361,s166t1word926)	-edge(s166t3word361,s166t2word92)	-edge(s166t3word361,s166t4word927)	+edge(s166t3word361,s166t5word928)	-edge(s166t3word361,s166t6word393)	-edge(s166t3word361,s166t7word174)	-edge(s166t3word361,s166t8word19)	-edge(s166t3word361,s166t9word929)
edge(s166t4word927,V2)	-edge(s166t4word927,s166t1word926)	-edge(s166t4word927,s166t2word92)	+edge(s166t4word927,s166t3word361)	-edge(s166t4word927,s166t5word928)	-edge(s166t4word927,s166t6word393)	-edge(s166t4word927,s166t7word174)
edge(s166t5word928,V2)	-edge(s166t5word928,s166t2word92)	-edge(s166t5word928,s166t3word361)	-edge(s166t5word928,s166t4word927)	+edge(s166t5word928,s166t6word393)	-edge(s166t5word928,s166t7word174)	-edge(s166t5word928,s166t8word19)	-edge(s166t5word928,s166t9word929)	-edge(s166t5word928,s166t10word149)
edge(s166t6word393,V2)	-edge(s166t6word393,s166t3word361)	-edge(s166t6word393,s166t4word927)	-edge(s166t6word393,s166t5word928)	+edge(s166t6word393,s166t7word174)	-edge(s166t6word393,s166t8word19)	-edge(s166t6word393,s166t9word929)	-edge(s166t6word393,s166t10word149)	-edge(s166t6word393,s166t11word26)
edge(s166t7word174,V2)	-edge(s166t7word174,s166t4word927)	-edge(s166t7word174,s166t5word928)	-edge(s166t7word174,s166t6word393)	+edge(s166t7word174,s166t8word19)	-edge(s166t7word174,s166t9word929)	-edge(s166t7word174,s166t10word149)	-edge(s166t7word174,s166t11word26)	-edge(s166t7word174,s166t12word203)
edge(s166t8word19,V2)	-edge(s166t8word19,s166t5word928)	-edge(s166t8word19,s166t6word393)	-edge(s166t8word19,s166t7word174)	+edge(s166t8word19,s166t9word929)	-edge(s166t8word19,s166t10word149)	-edge(s166t8word19,s166t11word26)	-edge(s166t8word19,s166t12word203)	-edge(s166t8word19,s166t13word10)
edge(s166t9word929,V2)	-edge(s166t9word929,s166t6word393)	-edge(s166t9word929,s166t7word174)	-edge(s166t9word929,s166t8word19)	+edge(s166t9word929,s166t10word149)	-edge(s166t9word929,s166t11word26)	-edge(s166t9word929,s166t12word203)	-edge(s166t9word929,s166t13word10)	-edge(s166t9word929,s166t14word22)
edge(s166t10word149,V2)	-edge(s166t10word149,s166t7word174)	-edge(s166t10word149,s166t8word19)	-edge(s166t10word149,s166t9word929)	+edge(s166t10word149,s166t11word26)	-edge(s166t10word149,s166t12word203)	-edge(s166t10word149,s166t13word10)	-edge(s166t10word149,s166t14word22)	-edge(s166t10word149,s166t15word170)
edge(s166t11word26,V2)	-edge(s166t11word26,s166t8word19)	-edge(s166t11word26,s166t9word929)	-edge(s166t11word26,s166t10word149)	+edge(s166t11word26,s166t12word203)	-edge(s166t11word26,s166t13word10)	-edge(s166t11word26,s166t14word22)	-edge(s166t11word26,s166t15word170)	-edge(s166t11word26,s166t16word225)
edge(s166t12word203,V2)	+edge(s166t12word203,s166t0root)	-edge(s166t12word203,s166t1word926)	-edge(s166t12word203,s166t2word92)	-edge(s166t12word203,s166t3word361)	-edge(s166t12word203,s166t4word927)
edge(s166t13word10,V2)	-edge(s166t13word10,s166t10word149)	-edge(s166t13word10,s166t11word26)	-edge(s166t13word10,s166t12word203)	+edge(s166t13word10,s166t14word22)	-edge(s166t13word10,s166t15word170)	-edge(s166t13word10,s166t16word225)
edge(s166t14word22,V2)	-edge(s166t14word22,s166t8word19)	-edge(s166t14word22,s166t9word929)	-edge(s166t14word22,s166t10word149)	-edge(s166t14word22,s166t11word26)	+edge(s166t14word22,s166t12word203)	-edge(s166t14word22,s166t13word10)	-edge(s166t14word22,s166t15word170)	-edge(s166t14word22,s166t16word225)
edge(s166t15word170,V2)	-edge(s166t15word170,s166t10word149)	-edge(s166t15word170,s166t11word26)	-edge(s166t15word170,s166t12word203)	-edge(s166t15word170,s166t13word10)	+edge(s166t15word170,s166t14word22)	-edge(s166t15word170,s166t16word225)
edge(s166t16word225,V2)	-edge(s166t16word225,s166t11word26)	-edge(s166t16word225,s166t12word203)	-edge(s166t16word225,s166t13word10)	-edge(s166t16word225,s166t14word22)	+edge(s166t16word225,s166t15word170)
edge(s167t1word588,V2)	-edge(s167t1word588,s167t2word44)	-edge(s167t1word588,s167t3word222)	-edge(s167t1word588,s167t4word147)	-edge(s167t1word588,s167t5word225)	+edge(s167t1word588,s167t6word588)	-edge(s167t1word588,s167t7word43)	-edge(s167t1word588,s167t8word565)	-edge(s167t1word588,s167t9word930)	-edge(s167t1word588,s167t10word536)
edge(s167t2word44,V2)	-edge(s167t2word44,s167t1word588)	+edge(s167t2word44,s167t3word222)	-edge(s167t2word44,s167t4word147)	-edge(s167t2word44,s167t5word225)	-edge(s167t2word44,s167t6word588)	-edge(s167t2word44,s167t7word43)
edge(s167t3word222,V2)	+edge(s167t3word222,s167t1word588)	-edge(s167t3word222,s167t2word44)	-edge(s167t3word222,s167t4word147)	-edge(s167t3word222,s167t5word225)
edge(s167t4word147,V2)	-edge(s167t4word147,s167t1word588)	-edge(s167t4word147,s167t2word44)	+edge(s167t4word147,s167t3word222)	-edge(s167t4word147,s167t5word225)	-edge(s167t4word147,s167t6word588)	-edge(s167t4word147,s167t7word43)
edge(s167t5word225,V2)	-edge(s167t5word225,s167t1word588)	-edge(s167t5word225,s167t2word44)	-edge(s167t5word225,s167t3word222)	+edge(s167t5word225,s167t4word147)	-edge(s167t5word225,s167t6word588)	-edge(s167t5word225,s167t7word43)	-edge(s167t5word225,s167t8word565)
edge(s167t6word588,V2)	-edge(s167t6word588,s167t11word170)	-edge(s167t6word588,s167t12word375)	-edge(s167t6word588,s167t13word29)	-edge(s167t6word588,s167t14word803)	+edge(s167t6word588,s167t15word174)	-edge(s167t6word588,s167t16word8)	-edge(s167t6word588,s167t17word29)	-edge(s167t6word588,s167t18word30)	-edge(s167t6word588,s167t19word931)
edge(s167t7word43,V2)	-edge(s167t7word43,s167t4word147)	-edge(s167t7word43,s167t5word225)	-edge(s167t7word43,s167t6word588)	+edge(s167t7word43,s167t8word565)	-edge(s167t7word43,s167t9word930)	-edge(s167t7word43,s167t10word536)	-edge(s167t7word43,s167t11word170)	-edge(s167t7word43,s167t12word375)
edge(s167t8word565,V2)	-edge(s167t8word565,s167t2word44)	-edge(s167t8word565,s167t3word222)	-edge(s167t8word565,s167t4word147)	-edge(s167t8word565,s167t5word225)	+edge(s167t8word565,s167t6word588)	-edge(s167t8word565,s167t7word43)	-edge(s167t8word565,s167t9word930)	-edge(s167t8word565,s167t10word536)
edge(s167t9word930,V2)	-edge(s167t9word930,s167t4word147)	-edge(s167t9word930,s167t5word225)	-edge(s167t9word930,s167t6word588)	-edge(s167t9word930,s167t7word43)	+edge(s167t9word930,s167t8word565)	-edge(s167t9word930,s167t10word536)	-edge(s167t9word930,s167t11word170)	-edge(s167t9word930,s167t12word375)
edge(s167t10word536,V2)	-edge(s167t10word536,s167t5word225)	-edge(s167t10word536,s167t6word588)	-edge(s167t10word536,s167t7word43)	-edge(s167t10word536,s167t8word565)	+edge(s167t10word536,s167t9word930)	-edge(s167t10word536,s167t11word170)	-edge(s167t10word536,s167t12word375)	-edge(s167t10word536,s167t13word29)
edge(s167t11word170,V2)	-edge(s167t11word170,s167t6word588)	-edge(s167t11word170,s167t7word43)	-edge(s167t11word170,s167t8word565)	-edge(s167t11word170,s167t9word930)	+edge(s167t11word170,s167t10word536)	-edge(s167t11word170,s167t12word375)	-edge(s167t11word170,s167t13word29)	-edge(s167t11word170,s167t14word803)
edge(s167t12word375,V2)	-edge(s167t12word375,s167t9word930)	-edge(s167t12word375,s167t10word536)	-edge(s167t12word375,s167t11word170)	+edge(s167t12word375,s167t13word29)	-edge(s167t12word375,s167t14word803)	-edge(s167t12word375,s167t15word174)	-edge(s167t12word375,s167t16word8)	-edge(s167t12word375,s167t17word29)
edge(s167t13word29,V2)	-edge(s167t13word29,s167t10word536)	-edge(s167t13word29,s167t11word170)	-edge(s167t13word29,s167t12word375)	+edge(s167t13word29,s167t14word803)	-edge(s167t13word29,s167t15word174)	-edge(s167t13word29,s167t16word8)	-edge(s167t13word29,s167t17word29)	-edge(s167t13word29,s167t18word30)
edge(s167t14word803,V2)	-edge(s167t14word803,s167t7word43)	-edge(s167t14word803,s167t8word565)	-edge(s167t14word803,s167t9word930)	-edge(s167t14word803,s167t10word536)	+edge(s167t14word803,s167t11word170)	-edge(s167t14word803,s167t12word375)	-edge(s167t14word803,s167t13word29)	-edge(s167t14word803,s167t15word174)
edge(s167t15word174,V2)	-edge(s167t15word174,s167t12word375)	-edge(s167t15word174,s167t13word29)	-edge(s167t15word174,s167t14word803)	+edge(s167t15word174,s167t16word8)	-edge(s167t15word174,s167t17word29)	-edge(s167t15word174,s167t18word30)	-edge(s167t15word174,s167t19word931)	-edge(s167t15word174,s167t20word5)
edge(s167t16word8,V2)	+edge(s167t16word8,s167t0root)	-edge(s167t16word8,s167t1word588)	-edge(s167t16word8,s167t2word44)	-edge(s167t16word8,s167t3word222)	-edge(s167t16word8,s167t4word147)
edge(s167t17word29,V2)	-edge(s167t17word29,s167t14word803)	-edge(s167t17word29,s167t15word174)	-edge(s167t17word29,s167t16word8)	+edge(s167t17word29,s167t18word30)	-edge(s167t17word29,s167t19word931)	-edge(s167t17word29,s167t20word5)	-edge(s167t17word29,s167t21word242)
edge(s167t18word30,V2)	-edge(s167t18word30,s167t15word174)	-edge(s167t18word30,s167t16word8)	-edge(s167t18word30,s167t17word29)	+edge(s167t18word30,s167t19word931)	-edge(s167t18word30,s167t20word5)	-edge(s167t18word30,s167t21word242)
edge(s167t19word931,V2)	-edge(s167t19word931,s167t16word8)	-edge(s167t19word931,s167t17word29)	-edge(s167t19word931,s167t18word30)	+edge(s167t19word931,s167t20word5)	-edge(s167t19word931,s167t21word242)
edge(s167t20word5,V2)	-edge(s167t20word5,s167t17word29)	-edge(s167t20word5,s167t18word30)	-edge(s167t20word5,s167t19word931)	+edge(s167t20word5,s167t21word242)
edge(s167t21word242,V2)	-edge(s167t21word242,s167t12word375)	-edge(s167t21word242,s167t13word29)	-edge(s167t21word242,s167t14word803)	-edge(s167t21word242,s167t15word174)	+edge(s167t21word242,s167t16word8)	-edge(s167t21word242,s167t17word29)	-edge(s167t21word242,s167t18word30)	-edge(s167t21word242,s167t19word931)	-edge(s167t21word242,s167t20word5)
edge(s168t1word57,V2)	-edge(s168t1word57,s168t2word58)	-edge(s168t1word57,s168t3word59)	-edge(s168t1word57,s168t4word27)	-edge(s168t1word57,s168t5word29)	+edge(s168t1word57,s168t6word249)	-edge(s168t1word57,s168t7word116)	-edge(s168t1word57,s168t8word932)	-edge(s168t1word57,s168t9word933)	-edge(s168t1word57,s168t10word174)
edge(s168t2word58,V2)	-edge(s168t2word58,s168t1word57)	+edge(s168t2word58,s168t3word59)	-edge(s168t2word58,s168t4word27)	-edge(s168t2word58,s168t5word29)	-edge(s168t2word58,s168t6word249)	-edge(s168t2word58,s168t7word116)
edge(s168t3word59,V2)	+edge(s168t3word59,s168t1word57)	-edge(s168t3word59,s168t2word58)	-edge(s168t3word59,s168t4word27)	-edge(s168t3word59,s168t5word29)
edge(s168t4word27,V2)	-edge(s168t4word27,s168t1word57)	-edge(s168t4word27,s168t2word58)	-edge(s168t4word27,s168t3word59)	+edge(s168t4word27,s168t5word29)	-edge(s168t4word27,s168t6word249)	-edge(s168t4word27,s168t7word116)	-edge(s168t4word27,s168t8word932)	-edge(s168t4word27,s168t9word933)
edge(s168t5word29,V2)	-edge(s168t5word29,s168t2word58)	-edge(s168t5word29,s168t3word59)	-edge(s168t5word29,s168t4word27)	+edge(s168t5word29,s168t6word249)	-edge(s168t5word29,s168t7word116)	-edge(s168t5word29,s168t8word932)	-edge(s168t5word29,s168t9word933)	-edge(s168t5word29,s168t10word174)
edge(s168t6word249,V2)	-edge(s168t6word249,s168t4word27)	-edge(s168t6word249,s168t5word29)	-edge(s168t6word249,s168t7word116)	+edge(s168t6word249,s168t8word932)	-edge(s168t6word249,s168t9word933)	-edge(s168t6word249,s168t10word174)	-edge(s168t6word249,s168t11word8)	-edge(s168t6word249,s168t12word26)
edge(s168t7word116,V2)	-edge(s168t7word116,s168t4word27)	-edge(s168t7word116,s168t5word29)	-edge(s168t7word116,s168t6word249)	+edge(s168t7word116,s168t8word932)	-edge(s168t7word116,s168t9word933)	-edge(s168t7word116,s168t10word174)	-edge(s168t7word116,s168t11word8)	-edge(s168t7word116,s168t12word26)
edge(s168t8word932,V2)	-edge(s168t8word932,s168t11word8)	-edge(s168t8word932,s168t12word26)	-edge(s168t8word932,s168t13word934)	-edge(s168t8word932,s168t14word5)	+edge(s168t8word932,s168t15word116)	-edge(s168t8word932,s168t16word935)	-edge(s168t8word932,s168t17word201)	-edge(s168t8word932,s168t18word203)	-edge(s168t8word932,s168t19word116)
edge(s168t9word933,V2)	-edge(s168t9word933,s168t6word249)	-edge(s168t9word933,s168t7word116)	-edge(s168t9word933,s168t8word932)	+edge(s168t9word933,s168t10word174)	-edge(s168t9word933,s168t11word8)	-edge(s168t9word933,s168t12word26)	-edge(s168t9word933,s168t13word934)	-edge(s168t9word933,s168t14word5)
edge(s168t10word174,V2)	-edge(s168t10word174,s168t7word116)	-edge(s168t10word174,s168t8word932)	-edge(s168t10word174,s168t9word933)	+edge(s168t10word174,s168t11word8)	-edge(s168t10word174,s168t12word26)	-edge(s168t10word174,s168t13word934)	-edge(s168t10word174,s168t14word5)	-edge(s168t10word174,s168t15word116)
edge(s168t11word8,V2)	-edge(s168t11word8,s168t4word27)	-edge(s168t11word8,s168t5word29)	-edge(s168t11word8,s168t6word249)	-edge(s168t11word8,s168t7word116)	+edge(s168t11word8,s168t8word932)	-edge(s168t11word8,s168t9word933)	-edge(s168t11word8,s168t10word174)	-edge(s168t11word8,s168t12word26)
edge(s168t12word26,V2)	-edge(s168t12word26,s168t9word933)	-edge(s168t12word26,s168t10word174)	-edge(s168t12word26,s168t11word8)	+edge(s168t12word26,s168t13word934)	-edge(s168t12word26,s168t14word5)	-edge(s168t12word26,s168t15word116)	-edge(s168t12word26,s168t16word935)	-edge(s168t12word26,s168t17word201)
edge(s168t13word934,V2)	-edge(s168t13word934,s168t10word174)	-edge(s168t13word934,s168t11word8)	-edge(s168t13word934,s168t12word26)	+edge(s168t13word934,s168t14word5)	-edge(s168t13word934,s168t15word116)	-edge(s168t13word934,s168t16word935)	-edge(s168t13word934,s168t17word201)	-edge(s168t13word934,s168t18word203)
edge(s168t14word5,V2)	-edge(s168t14word5,s168t7word116)	-edge(s168t14word5,s168t8word932)	-edge(s168t14word5,s168t9word933)	-edge(s168t14word5,s168t10word174)	+edge(s168t14word5,s168t11word8)	-edge(s168t14word5,s168t12word26)	-edge(s168t14word5,s168t13word934)	-edge(s168t14word5,s168t15word116)
edge(s168t15word116,V2)	-edge(s168t15word116,s168t12word26)	-edge(s168t15word116,s168t13word934)	-edge(s168t15word116,s168t14word5)	+edge(s168t15word116,s168t16word935)	-edge(s168t15word116,s168t17word201)	-edge(s168t15word116,s168t18word203)	-edge(s168t15word116,s168t19word116)	-edge(s168t15word116,s168t20word936)
edge(s168t16word935,V2)	-edge(s168t16word935,s168t13word934)	-edge(s168t16word935,s168t14word5)	-edge(s168t16word935,s168t15word116)	+edge(s168t16word935,s168t17word201)	-edge(s168t16word935,s168t18word203)	-edge(s168t16word935,s168t19word116)	-edge(s168t16word935,s168t20word936)	-edge(s168t16word935,s168t21word937)
edge(s168t17word201,V2)	-edge(s168t17word201,s168t14word5)	-edge(s168t17word201,s168t15word116)	-edge(s168t17word201,s168t16word935)	+edge(s168t17word201,s168t18word203)	-edge(s168t17word201,s168t19word116)	-edge(s168t17word201,s168t20word936)	-edge(s168t17word201,s168t21word937)	-edge(s168t17word201,s168t22word5)
edge(s168t18word203,V2)	-edge(s168t18word203,s168t16word935)	-edge(s168t18word203,s168t17word201)	-edge(s168t18word203,s168t19word116)	+edge(s168t18word203,s168t20word936)	-edge(s168t18word203,s168t21word937)	-edge(s168t18word203,s168t22word5)
edge(s168t19word116,V2)	-edge(s168t19word116,s168t16word935)	-edge(s168t19word116,s168t17word201)	-edge(s168t19word116,s168t18word203)	+edge(s168t19word116,s168t20word936)	-edge(s168t19word116,s168t21word937)	-edge(s168t19word116,s168t22word5)
edge(s168t20word936,V2)	+edge(s168t20word936,s168t0root)	-edge(s168t20word936,s168t1word57)	-edge(s168t20word936,s168t2word58)	-edge(s168t20word936,s168t3word59)	-edge(s168t20word936,s168t4word27)
edge(s168t21word937,V2)	-edge(s168t21word937,s168t18word203)	-edge(s168t21word937,s168t19word116)	-edge(s168t21word937,s168t20word936)	+edge(s168t21word937,s168t22word5)
edge(s168t22word5,V2)	-edge(s168t22word5,s168t16word935)	-edge(s168t22word5,s168t17word201)	-edge(s168t22word5,s168t18word203)	-edge(s168t22word5,s168t19word116)	+edge(s168t22word5,s168t20word936)	-edge(s168t22word5,s168t21word937)
edge(s169t1word116,V2)	+edge(s169t1word116,s169t2word26)	-edge(s169t1word116,s169t3word938)	-edge(s169t1word116,s169t4word26)	-edge(s169t1word116,s169t5word8)	-edge(s169t1word116,s169t6word178)
edge(s169t2word26,V2)	-edge(s169t2word26,s169t1word116)	+edge(s169t2word26,s169t3word938)	-edge(s169t2word26,s169t4word26)	-edge(s169t2word26,s169t5word8)	-edge(s169t2word26,s169t6word178)	-edge(s169t2word26,s169t7word125)
edge(s169t3word938,V2)	-edge(s169t3word938,s169t1word116)	-edge(s169t3word938,s169t2word26)	+edge(s169t3word938,s169t4word26)	-edge(s169t3word938,s169t5word8)	-edge(s169t3word938,s169t6word178)	-edge(s169t3word938,s169t7word125)	-edge(s169t3word938,s169t8word799)
edge(s169t4word26,V2)	-edge(s169t4word26,s169t1word116)	-edge(s169t4word26,s169t2word26)	-edge(s169t4word26,s169t3word938)	+edge(s169t4word26,s169t5word8)	-edge(s169t4word26,s169t6word178)	-edge(s169t4word26,s169t7word125)	-edge(s169t4word26,s169t8word799)	-edge(s169t4word26,s169t9word8)
edge(s169t5word8,V2)	-edge(s169t5word8,s169t6word178)	-edge(s169t5word8,s169t7word125)	-edge(s169t5word8,s169t8word799)	+edge(s169t5word8,s169t9word8)	-edge(s169t5word8,s169t10word178)	-edge(s169t5word8,s169t11word116)	-edge(s169t5word8,s169t12word26)	-edge(s169t5word8,s169t13word938)
edge(s169t6word178,V2)	-edge(s169t6word178,s169t1word116)	-edge(s169t6word178,s169t2word26)	-edge(s169t6word178,s169t3word938)	-edge(s169t6word178,s169t4word26)	+edge(s169t6word178,s169t5word8)	-edge(s169t6word178,s169t7word125)	-edge(s169t6word178,s169t8word799)	-edge(s169t6word178,s169t9word8)
edge(s169t7word125,V2)	-edge(s169t7word125,s169t4word26)	-edge(s169t7word125,s169t5word8)	-edge(s169t7word125,s169t6word178)	+edge(s169t7word125,s169t8word799)	-edge(s169t7word125,s169t9word8)	-edge(s169t7word125,s169t10word178)	-edge(s169t7word125,s169t11word116)	-edge(s169t7word125,s169t12word26)
edge(s169t8word799,V2)	-edge(s169t8word799,s169t2word26)	-edge(s169t8word799,s169t3word938)	-edge(s169t8word799,s169t4word26)	-edge(s169t8word799,s169t5word8)	+edge(s169t8word799,s169t6word178)	-edge(s169t8word799,s169t7word125)	-edge(s169t8word799,s169t9word8)	-edge(s169t8word799,s169t10word178)
edge(s169t9word8,V2)	+edge(s169t9word8,s169t0root)	-edge(s169t9word8,s169t1word116)	-edge(s169t9word8,s169t2word26)	-edge(s169t9word8,s169t3word938)	-edge(s169t9word8,s169t4word26)
edge(s169t10word178,V2)	-edge(s169t10word178,s169t5word8)	-edge(s169t10word178,s169t6word178)	-edge(s169t10word178,s169t7word125)	-edge(s169t10word178,s169t8word799)	+edge(s169t10word178,s169t9word8)	-edge(s169t10word178,s169t11word116)	-edge(s169t10word178,s169t12word26)	-edge(s169t10word178,s169t13word938)
edge(s169t11word116,V2)	-edge(s169t11word116,s169t8word799)	-edge(s169t11word116,s169t9word8)	-edge(s169t11word116,s169t10word178)	+edge(s169t11word116,s169t12word26)	-edge(s169t11word116,s169t13word938)	-edge(s169t11word116,s169t14word514)	-edge(s169t11word116,s169t15word125)	-edge(s169t11word116,s169t16word838)
